age,gender,education,department,job_role,monthly_income,years_at_company,promotions,overtime,performance_rating,attrition
38,Male,PhD,Sales,Lead,55578,7,1,Yes,2,0
39,Male,Post-Graduate,HR,Lead,64210,6,1,Yes,3,0
41,Female,Post-Graduate,IT,Manager,59669,3,1,No,2,0
40,Female,Post-Graduate,IT,Lead,69110,6,1,No,2,1
43,Female,Post-Graduate,Finance,Manager,76433,7,2,No,2,1
45,Female,Post-Graduate,IT,Lead,87836,7,2,Yes,2,1
43,Male,Post-Graduate,IT,Lead,96752,8,2,Yes,2,1
40,Male,Post-Graduate,HR,Lead,71704,6,1,No,2,0
44,Male,Post-Graduate,Finance,Manager,83474,11,2,No,2,1
34,Female,Post-Graduate,HR,Lead,48818,8,2,No,2,0
37,Male,Graduate,IT,Manager,83331,8,1,Yes,2,1
38,Male,Post-Graduate,HR,Manager,60662,7,0,No,2,0
40,Male,Post-Graduate,HR,Manager,53556,6,0,Yes,2,0
32,Male,Post-Graduate,HR,Lead,64119,10,2,No,2,0
41,Female,Post-Graduate,IT,Lead,102957,2,2,No,2,1
37,Male,Post-Graduate,IT,Lead,62414,5,1,No,2,0
40,Male,Graduate,HR,Executive,68512,6,1,Yes,2,1
35,Male,Post-Graduate,IT,Manager,52430,7,1,No,2,0
34,Female,Graduate,IT,Lead,61948,7,2,No,3,0
38,Male,Post-Graduate,HR,Lead,66463,7,1,No,2,0
41,Male,Graduate,Finance,Lead,90840,10,2,No,3,1
34,Male,Post-Graduate,IT,Lead,84618,8,1,No,2,0
42,Male,Post-Graduate,HR,Manager,50942,5,0,No,2,0
52,Female,PhD,IT,Lead,64455,9,2,No,2,1
40,Female,Post-Graduate,IT,Lead,87807,4,2,No,2,1
37,Female,Post-Graduate,IT,Lead,89080,3,1,No,2,1
40,Female,Post-Graduate,IT,Lead,73025,6,2,No,2,1
41,Female,Post-Graduate,IT,Lead,80583,6,2,No,2,1
32,Male,PhD,HR,Manager,41017,10,1,Yes,1,0
38,Male,Post-Graduate,HR,Lead,72635,7,1,Yes,3,0
48,Male,Post-Graduate,IT,Lead,82594,9,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,63384,6,0,Yes,1,1
40,Male,Graduate,IT,Lead,71275,7,1,Yes,1,1
40,Male,Post-Graduate,HR,Lead,64150,5,1,No,2,0
38,Female,Post-Graduate,HR,Lead,76502,4,1,No,2,1
32,Male,Post-Graduate,IT,Lead,56582,8,1,No,2,0
34,Male,Graduate,IT,Lead,80260,9,1,No,3,0
34,Male,Post-Graduate,IT,Manager,67492,9,0,No,1,0
44,Female,Post-Graduate,IT,Lead,77770,7,2,Yes,2,1
35,Male,PhD,Sales,Lead,62724,10,1,Yes,1,1
42,Male,PhD,Sales,Manager,47572,5,1,Yes,1,0
36,Male,Graduate,IT,Manager,80189,7,0,No,2,0
43,Female,Post-Graduate,HR,Lead,61240,3,1,Yes,2,0
36,Male,Post-Graduate,IT,Lead,77091,6,1,Yes,2,1
41,Male,Post-Graduate,HR,Lead,70446,8,2,No,2,1
35,Male,Post-Graduate,HR,Lead,69814,8,1,Yes,2,0
38,Male,Post-Graduate,HR,Lead,81193,4,2,Yes,1,1
31,Male,Post-Graduate,IT,Manager,38293,9,1,No,1,0
38,Male,Graduate,IT,Lead,92730,7,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,56270,5,1,Yes,2,0
41,Male,Post-Graduate,IT,Manager,72461,6,1,Yes,1,1
41,Male,Graduate,IT,Lead,77510,9,1,No,2,1
44,Male,Graduate,HR,Lead,88941,6,2,Yes,1,1
38,Male,Post-Graduate,HR,Lead,62281,7,1,Yes,2,0
38,Male,Graduate,IT,Lead,78574,8,1,Yes,1,1
39,Male,Post-Graduate,HR,Lead,61555,7,1,Yes,2,0
33,Male,Post-Graduate,HR,Lead,57259,9,2,Yes,2,0
39,Male,Post-Graduate,IT,Lead,91505,7,2,Yes,2,1
42,Male,Post-Graduate,IT,Lead,71656,7,1,No,2,1
36,Female,Post-Graduate,IT,Lead,55286,6,2,No,2,0
42,Female,Post-Graduate,IT,Lead,73685,5,2,No,2,1
40,Male,Post-Graduate,IT,Manager,95194,5,2,Yes,2,1
42,Male,Post-Graduate,IT,Manager,69234,5,0,No,2,0
34,Male,Post-Graduate,IT,Manager,48085,7,1,No,2,0
48,Male,Post-Graduate,IT,Manager,72042,7,1,No,2,1
36,Male,Post-Graduate,IT,Lead,60335,7,1,No,2,0
44,Male,Graduate,IT,Lead,57674,7,1,No,2,1
38,Male,Post-Graduate,HR,Lead,58703,7,1,Yes,3,0
39,Male,Post-Graduate,IT,Lead,64586,6,1,No,2,0
45,Male,Graduate,IT,Lead,92570,6,2,Yes,2,1
45,Male,Post-Graduate,IT,Lead,79960,5,1,Yes,1,1
37,Female,Graduate,IT,Lead,92945,7,2,No,2,1
41,Male,Post-Graduate,IT,Lead,88594,4,2,Yes,1,1
42,Female,Post-Graduate,Sales,Lead,43811,4,1,Yes,3,0
47,Female,Post-Graduate,HR,Lead,52448,7,1,No,2,1
45,Female,Post-Graduate,IT,Lead,69456,7,2,No,2,0
39,Female,Post-Graduate,HR,Lead,86835,6,2,No,2,1
43,Male,Post-Graduate,IT,Lead,71390,8,1,No,2,1
35,Male,Post-Graduate,IT,Lead,54511,8,2,Yes,3,0
42,Male,Graduate,IT,Executive,98705,7,2,Yes,2,1
36,Male,Post-Graduate,IT,Manager,58395,6,1,No,2,0
33,Female,Post-Graduate,Finance,Lead,51251,8,2,No,2,0
37,Male,Post-Graduate,HR,Lead,57859,8,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,71360,6,1,No,2,0
37,Male,Post-Graduate,IT,Lead,72661,7,1,No,2,0
33,Male,Post-Graduate,IT,Lead,66795,9,1,No,2,0
40,Female,Post-Graduate,HR,Lead,60659,6,2,No,2,1
48,Female,Post-Graduate,IT,Lead,76365,7,2,Yes,2,1
38,Male,PhD,Sales,Lead,59813,8,1,Yes,2,0
40,Male,Graduate,IT,Lead,84471,8,2,Yes,1,1
40,Male,Post-Graduate,HR,Manager,69099,6,0,No,1,0
38,Male,PhD,HR,Lead,51343,7,1,Yes,2,0
41,Male,Post-Graduate,Sales,Lead,58120,5,0,Yes,2,0
34,Male,PhD,HR,Lead,59250,9,1,No,1,0
56,Male,Post-Graduate,IT,Lead,72497,8,2,Yes,1,1
40,Female,Post-Graduate,IT,Lead,76115,5,1,No,3,0
39,Male,Post-Graduate,IT,Manager,62139,4,1,No,2,0
32,Male,Post-Graduate,IT,Manager,61841,10,1,No,2,0
40,Male,PhD,HR,Manager,40677,5,1,Yes,1,0
45,Female,Post-Graduate,IT,Lead,85577,4,2,No,2,1
46,Female,Post-Graduate,HR,Lead,46960,8,2,No,2,1
36,Female,Post-Graduate,IT,Lead,94821,5,2,No,3,1
37,Male,PhD,Sales,Lead,59070,8,1,Yes,2,0
48,Female,Post-Graduate,IT,Lead,50127,11,2,No,2,1
39,Male,Post-Graduate,HR,Manager,57646,6,0,Yes,1,0
38,Male,Post-Graduate,HR,Manager,34566,5,1,Yes,2,0
45,Female,PhD,Finance,Lead,84751,10,3,No,2,0
43,Female,Post-Graduate,Sales,Executive,84021,6,1,Yes,3,0
35,Male,Post-Graduate,HR,Lead,54657,8,2,No,2,0
40,Male,Graduate,IT,Lead,67723,8,1,No,2,1
44,Male,Post-Graduate,Sales,Lead,83791,6,0,Yes,2,0
39,Male,Post-Graduate,IT,Manager,61780,5,1,No,2,0
38,Male,Post-Graduate,IT,Manager,76495,7,0,No,1,0
39,Male,Post-Graduate,IT,Manager,81869,7,0,No,1,0
40,Male,Post-Graduate,IT,Lead,66299,7,1,No,2,1
29,Male,Post-Graduate,Finance,Manager,59131,10,1,No,1,0
36,Male,Post-Graduate,HR,Lead,76653,9,1,Yes,2,0
37,Male,Post-Graduate,HR,Lead,70252,5,0,No,1,1
43,Male,Post-Graduate,IT,Lead,83663,8,2,Yes,2,1
38,Male,Post-Graduate,Finance,Manager,72772,10,1,No,2,1
41,Male,Post-Graduate,IT,Lead,65980,8,1,No,2,1
34,Male,Graduate,HR,Lead,58722,4,1,No,2,1
53,Female,PhD,HR,Executive,59639,5,2,No,2,1
41,Male,Post-Graduate,IT,Lead,75133,7,2,Yes,1,1
36,Male,Post-Graduate,HR,Lead,80557,9,1,Yes,2,0
43,Female,Post-Graduate,IT,Lead,83042,7,2,Yes,2,1
41,Female,Post-Graduate,HR,Lead,65276,5,2,No,2,0
43,Female,PhD,Sales,Lead,59326,4,1,Yes,2,0
34,Male,Post-Graduate,IT,Lead,64705,8,1,No,2,0
41,Male,Post-Graduate,Finance,Lead,116570,6,2,Yes,2,1
35,Male,Graduate,HR,Lead,63634,6,1,Yes,1,1
39,Male,Post-Graduate,IT,Lead,99818,7,2,Yes,2,1
33,Male,Post-Graduate,IT,Manager,48465,7,1,Yes,2,0
42,Male,Post-Graduate,IT,Lead,78021,5,1,No,2,0
42,Male,Graduate,Finance,Manager,78914,10,2,Yes,2,1
37,Male,Post-Graduate,IT,Lead,80945,8,1,No,2,0
48,Male,Post-Graduate,HR,Executive,86626,6,2,Yes,2,1
45,Male,Post-Graduate,Finance,Lead,94465,7,2,Yes,2,1
42,Male,Post-Graduate,Finance,Manager,89281,7,2,No,2,1
37,Male,Post-Graduate,IT,Lead,62796,6,1,No,2,0
39,Male,PhD,Sales,Lead,66585,7,1,Yes,1,0
40,Male,Post-Graduate,IT,Lead,71166,8,1,No,2,1
36,Male,Post-Graduate,IT,Lead,64838,7,1,No,2,0
35,Male,Post-Graduate,IT,Manager,58377,8,1,No,2,0
40,Female,Graduate,IT,Lead,83033,5,1,No,2,0
42,Male,Post-Graduate,HR,Lead,62768,7,1,No,2,1
43,Male,Post-Graduate,Finance,Lead,59157,10,2,No,2,1
40,Male,Post-Graduate,Finance,Manager,64681,10,1,No,2,1
31,Male,Post-Graduate,IT,Lead,69329,10,2,No,2,0
42,Male,Post-Graduate,Sales,Lead,64713,5,1,Yes,2,0
47,Female,Post-Graduate,HR,Executive,81852,8,2,Yes,2,0
32,Male,Post-Graduate,IT,Lead,77184,11,1,No,2,0
27,Male,Post-Graduate,IT,Lead,67828,11,1,No,2,0
33,Female,Graduate,Finance,Lead,55912,7,2,No,3,0
37,Female,Post-Graduate,IT,Lead,70762,5,1,No,2,1
37,Male,Post-Graduate,IT,Manager,62709,6,0,No,2,0
39,Male,Post-Graduate,HR,Manager,57300,5,1,Yes,2,0
40,Male,Post-Graduate,HR,Lead,66871,6,0,No,2,0
41,Male,Post-Graduate,HR,Lead,80025,8,2,Yes,1,1
39,Male,Post-Graduate,HR,Manager,65056,7,0,Yes,1,0
35,Female,Post-Graduate,HR,Manager,41513,7,2,No,2,0
36,Male,Graduate,IT,Lead,68942,6,1,No,2,1
39,Male,Post-Graduate,Finance,Manager,52214,4,0,No,1,0
47,Female,PhD,IT,Lead,76748,7,2,No,2,1
43,Male,PhD,HR,Manager,29872,3,1,Yes,2,0
40,Male,Graduate,IT,Lead,75150,9,1,Yes,2,1
36,Male,Post-Graduate,IT,Manager,35448,5,1,No,1,0
34,Male,Post-Graduate,IT,Manager,46192,6,1,No,2,0
38,Female,Post-Graduate,HR,Lead,53085,5,1,No,2,0
44,Male,Post-Graduate,IT,Lead,73942,7,2,Yes,1,1
36,Male,Post-Graduate,IT,Manager,63175,7,1,No,2,0
37,Male,Post-Graduate,HR,Lead,69692,8,2,Yes,2,0
39,Male,Post-Graduate,IT,Lead,88204,8,2,Yes,2,1
40,Male,Post-Graduate,HR,Lead,64253,7,1,Yes,2,0
47,Female,Post-Graduate,IT,Lead,95644,9,3,No,3,1
45,Female,Post-Graduate,IT,Lead,86315,6,3,Yes,2,1
39,Male,Post-Graduate,HR,Manager,50644,4,0,No,2,0
37,Male,Post-Graduate,HR,Manager,59361,8,1,Yes,2,1
43,Male,Graduate,IT,Lead,69649,9,1,Yes,2,1
45,Female,Post-Graduate,IT,Lead,76606,8,2,No,2,1
36,Male,Post-Graduate,IT,Manager,49571,6,1,No,2,0
39,Female,Post-Graduate,HR,Lead,73911,5,2,No,2,1
42,Male,Post-Graduate,Sales,Lead,70566,6,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,73499,9,2,Yes,2,1
41,Female,Post-Graduate,IT,Executive,74666,7,2,Yes,2,1
39,Male,Post-Graduate,IT,Lead,68197,8,1,No,2,1
38,Female,Post-Graduate,HR,Lead,46141,4,1,No,2,0
42,Male,PhD,Sales,Manager,46966,5,1,Yes,2,0
42,Male,Post-Graduate,HR,Lead,62732,7,1,Yes,1,1
43,Male,Post-Graduate,IT,Lead,94481,6,2,Yes,2,1
38,Male,Post-Graduate,HR,Manager,57467,7,1,Yes,2,0
33,Male,PhD,HR,Lead,41678,7,2,No,2,0
46,Female,Post-Graduate,IT,Lead,63214,6,1,No,2,1
39,Female,PhD,Sales,Lead,32811,5,2,Yes,2,0
35,Female,Post-Graduate,IT,Lead,80423,6,2,No,2,1
34,Male,Post-Graduate,IT,Manager,58623,6,1,No,2,0
37,Male,Post-Graduate,HR,Lead,60933,7,1,No,2,0
43,Male,Graduate,IT,Lead,83656,6,2,Yes,2,1
37,Female,Post-Graduate,IT,Lead,37672,5,2,No,3,0
43,Female,Post-Graduate,IT,Lead,88686,8,2,No,2,1
34,Female,Post-Graduate,IT,Lead,51387,7,2,No,3,0
36,Female,Graduate,IT,Lead,71012,7,1,No,3,1
40,Male,Post-Graduate,IT,Manager,45946,4,1,No,2,0
37,Male,Graduate,IT,Lead,77219,5,2,No,2,1
39,Male,Graduate,Finance,Manager,80423,11,2,Yes,2,1
43,Female,Post-Graduate,IT,Lead,58951,7,2,No,3,1
41,Male,Graduate,IT,Manager,79048,7,1,Yes,1,1
36,Male,Graduate,IT,Lead,97128,5,2,Yes,2,1
35,Male,Graduate,IT,Lead,74907,7,1,No,2,1
40,Female,Post-Graduate,HR,Lead,62573,5,1,Yes,3,0
45,Female,Post-Graduate,HR,Lead,71249,7,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,57425,6,1,Yes,2,0
39,Female,Post-Graduate,IT,Lead,62410,5,1,No,3,0
39,Male,Post-Graduate,IT,Manager,53392,4,0,No,1,0
39,Male,Post-Graduate,IT,Manager,64123,6,1,Yes,1,1
35,Male,Post-Graduate,HR,Manager,61041,9,1,Yes,2,0
35,Male,Post-Graduate,HR,Lead,49294,5,1,No,2,1
42,Female,Post-Graduate,IT,Lead,74187,6,2,No,2,1
33,Male,Post-Graduate,IT,Lead,65275,8,2,No,2,0
49,Male,Post-Graduate,IT,Lead,76055,9,2,Yes,2,1
45,Male,Post-Graduate,Sales,Lead,58087,3,1,Yes,2,0
33,Male,Post-Graduate,IT,Manager,59793,7,0,No,1,0
41,Male,PhD,Sales,Lead,65531,5,1,Yes,2,0
41,Female,Post-Graduate,IT,Lead,86441,6,2,No,2,1
39,Male,Post-Graduate,IT,Lead,84579,8,1,Yes,1,1
38,Male,Post-Graduate,Finance,Manager,77952,6,1,No,2,1
39,Female,Post-Graduate,HR,Lead,59452,6,2,Yes,3,0
43,Female,Post-Graduate,HR,Lead,93136,5,2,Yes,2,1
34,Male,Post-Graduate,HR,Lead,42800,7,2,Yes,2,0
38,Male,Post-Graduate,HR,Lead,75507,7,1,No,2,0
43,Female,Post-Graduate,IT,Lead,83965,7,2,No,2,1
35,Male,Post-Graduate,IT,Manager,53874,7,1,No,2,0
39,Male,Post-Graduate,IT,Manager,53330,6,1,No,2,0
41,Male,Post-Graduate,HR,Manager,40873,4,0,Yes,2,0
35,Male,Post-Graduate,HR,Manager,42942,7,1,No,2,0
42,Male,Post-Graduate,Finance,Manager,81961,9,2,No,2,1
42,Female,Post-Graduate,HR,Executive,83620,3,2,Yes,1,1
44,Female,Post-Graduate,Finance,Lead,54812,10,2,No,3,1
44,Male,Graduate,Finance,Manager,64938,9,2,Yes,2,0
33,Female,Post-Graduate,IT,Lead,87284,5,2,No,2,1
44,Male,Post-Graduate,IT,Manager,84682,7,1,No,2,1
33,Male,Graduate,IT,Lead,80505,7,1,No,2,1
34,Male,Post-Graduate,HR,Lead,76299,6,1,No,2,0
37,Male,PhD,Sales,Manager,60098,7,1,Yes,2,0
41,Female,Post-Graduate,HR,Executive,77185,5,2,No,2,1
39,Female,Post-Graduate,IT,Lead,71245,7,2,No,2,1
38,Male,Post-Graduate,HR,Lead,72355,7,1,No,2,0
47,Male,Post-Graduate,IT,Lead,62281,11,1,No,3,1
35,Male,Post-Graduate,HR,Lead,75990,11,1,No,2,0
37,Male,Post-Graduate,HR,Manager,51532,6,0,No,1,0
45,Female,Post-Graduate,HR,Lead,67194,7,1,No,2,1
38,Male,PhD,Sales,Manager,59038,8,0,Yes,1,0
43,Male,Post-Graduate,HR,Manager,67122,5,0,Yes,1,0
36,Male,Post-Graduate,HR,Manager,63829,9,0,Yes,1,0
39,Female,Post-Graduate,HR,Lead,56758,5,1,No,2,0
47,Male,Post-Graduate,IT,Lead,75244,7,2,Yes,2,1
44,Male,Post-Graduate,IT,Manager,73725,9,2,No,2,1
43,Male,Graduate,IT,Lead,65745,8,1,Yes,2,1
39,Male,Graduate,Finance,Manager,76340,8,1,Yes,2,1
40,Male,Post-Graduate,HR,Lead,59953,6,1,No,2,0
37,Male,Post-Graduate,IT,Lead,72674,8,1,No,2,0
31,Male,Post-Graduate,IT,Lead,50971,8,2,No,3,0
36,Male,Graduate,HR,Lead,60143,5,1,Yes,1,1
38,Female,Post-Graduate,HR,Lead,52782,6,2,Yes,3,0
38,Male,PhD,HR,Lead,49177,7,2,Yes,2,0
39,Male,Post-Graduate,IT,Lead,55900,6,1,No,2,1
40,Male,Post-Graduate,HR,Lead,60340,5,2,Yes,1,1
34,Male,PhD,Sales,Lead,55106,9,1,Yes,2,0
41,Male,Post-Graduate,HR,Manager,67882,6,0,Yes,2,0
38,Female,Post-Graduate,HR,Lead,72888,8,2,No,2,0
36,Male,Post-Graduate,IT,Lead,71135,8,2,No,2,1
35,Male,Graduate,IT,Lead,73345,6,1,No,2,1
46,Female,Post-Graduate,IT,Lead,80561,8,2,No,2,1
38,Male,Post-Graduate,HR,Lead,68587,7,1,Yes,2,0
43,Male,Post-Graduate,HR,Lead,50449,6,1,Yes,1,1
30,Male,PhD,HR,Lead,50521,11,2,No,2,0
34,Male,Post-Graduate,IT,Lead,60269,7,1,No,2,0
45,Male,Graduate,Finance,Lead,58564,10,1,No,3,1
38,Male,Post-Graduate,HR,Manager,53817,6,1,Yes,2,0
40,Female,Post-Graduate,IT,Lead,83354,6,2,No,2,1
33,Female,Post-Graduate,IT,Lead,60457,9,2,No,2,0
33,Male,Post-Graduate,IT,Lead,70521,10,1,No,2,0
33,Female,Post-Graduate,Finance,Lead,63431,8,1,No,3,0
44,Female,Post-Graduate,IT,Lead,80882,7,2,No,2,1
45,Female,Post-Graduate,IT,Lead,82998,5,2,No,2,0
37,Male,Post-Graduate,IT,Manager,51092,6,1,No,2,0
36,Male,Post-Graduate,HR,Manager,39730,6,1,Yes,2,0
41,Male,Graduate,IT,Lead,64974,9,1,No,2,1
39,Male,Post-Graduate,IT,Manager,62704,6,0,No,2,0
39,Male,Post-Graduate,HR,Manager,50797,6,0,Yes,2,0
38,Male,Post-Graduate,HR,Lead,62482,5,1,No,2,0
43,Male,Post-Graduate,IT,Lead,67488,9,2,Yes,1,1
44,Male,Post-Graduate,IT,Lead,82240,6,2,No,2,1
43,Male,Post-Graduate,IT,Lead,62049,8,1,Yes,2,1
35,Male,Post-Graduate,HR,Manager,54151,8,1,Yes,2,0
44,Female,Post-Graduate,IT,Lead,72109,8,2,No,2,1
38,Male,Post-Graduate,IT,Manager,96714,5,1,No,2,1
39,Male,Post-Graduate,HR,Lead,61944,6,1,Yes,3,0
43,Male,Post-Graduate,HR,Executive,55214,7,1,No,2,1
36,Male,Post-Graduate,HR,Manager,69490,9,0,Yes,2,0
43,Male,Post-Graduate,IT,Lead,63722,9,1,No,2,1
34,Male,Graduate,HR,Lead,65065,5,1,No,2,1
44,Male,Post-Graduate,IT,Lead,106037,5,2,Yes,2,1
35,Male,PhD,HR,Manager,59966,9,0,Yes,1,0
45,Male,Post-Graduate,IT,Lead,68867,7,1,No,2,1
42,Female,Post-Graduate,HR,Executive,67489,7,2,No,2,1
48,Female,Post-Graduate,Finance,Lead,41104,8,1,No,3,1
39,Male,Post-Graduate,Finance,Lead,100695,7,2,Yes,2,1
31,Male,Post-Graduate,IT,Lead,76696,7,1,No,2,1
36,Male,Post-Graduate,HR,Manager,57745,6,1,No,2,0
38,Male,Post-Graduate,HR,Lead,74947,7,0,No,2,0
38,Male,Post-Graduate,HR,Manager,47999,5,1,No,2,0
41,Female,Graduate,IT,Executive,61313,6,1,No,2,1
48,Female,Post-Graduate,HR,Executive,54823,7,2,No,3,1
35,Male,Post-Graduate,IT,Lead,67297,9,1,No,2,0
45,Male,Post-Graduate,IT,Lead,81925,10,2,Yes,2,1
48,Female,Post-Graduate,IT,Lead,78076,6,3,Yes,2,1
44,Female,Post-Graduate,IT,Manager,83696,6,2,No,2,1
34,Male,Graduate,Finance,Lead,73967,8,1,No,2,0
49,Male,Post-Graduate,HR,Lead,59066,9,2,Yes,2,1
46,Male,Post-Graduate,HR,Lead,83203,5,2,Yes,1,1
38,Male,Post-Graduate,HR,Manager,45972,6,1,No,2,0
33,Male,Post-Graduate,Finance,Manager,99442,7,2,Yes,2,1
41,Male,Post-Graduate,IT,Lead,65010,8,1,No,2,1
32,Male,Post-Graduate,IT,Lead,82729,10,0,No,2,0
41,Male,Post-Graduate,HR,Lead,56296,6,1,Yes,2,0
40,Male,Post-Graduate,HR,Lead,56102,5,1,Yes,2,0
37,Male,Post-Graduate,HR,Manager,56064,7,1,No,2,0
42,Female,Post-Graduate,IT,Lead,92610,5,2,No,2,1
52,Female,Graduate,IT,Executive,45155,9,2,No,2,1
37,Male,Graduate,HR,Lead,77903,5,1,Yes,1,1
44,Female,Post-Graduate,HR,Lead,45356,6,2,No,2,1
40,Male,Post-Graduate,HR,Lead,53910,5,1,No,2,0
41,Male,Graduate,Finance,Lead,61293,11,1,No,2,1
43,Female,Post-Graduate,Finance,Lead,91363,6,2,No,3,1
40,Male,Post-Graduate,IT,Lead,67295,6,1,No,2,0
43,Female,Post-Graduate,IT,Lead,55545,6,2,No,3,1
44,Male,Post-Graduate,IT,Lead,81939,7,2,Yes,2,1
45,Male,Post-Graduate,Finance,Lead,98312,9,3,Yes,2,1
47,Male,Post-Graduate,IT,Lead,69028,9,2,Yes,1,1
44,Female,Post-Graduate,HR,Executive,95267,5,2,Yes,2,1
40,Male,Post-Graduate,HR,Lead,54871,4,1,Yes,2,0
40,Male,Graduate,Finance,Manager,84240,11,2,Yes,2,1
34,Male,Post-Graduate,IT,Manager,61199,8,1,No,1,0
32,Male,Post-Graduate,IT,Lead,67724,10,1,No,2,0
35,Female,PhD,HR,Lead,52588,8,2,Yes,2,0
44,Male,Post-Graduate,HR,Manager,62657,3,0,Yes,2,0
42,Female,Post-Graduate,IT,Lead,57424,6,1,No,3,1
37,Male,Post-Graduate,HR,Lead,82076,5,2,Yes,2,1
34,Female,Post-Graduate,IT,Lead,60240,8,2,No,3,0
37,Male,Graduate,Finance,Lead,77468,7,1,No,2,0
31,Male,Post-Graduate,IT,Lead,77672,12,1,No,2,0
32,Male,Post-Graduate,HR,Manager,40996,8,2,No,2,0
47,Male,Post-Graduate,Finance,Lead,101731,9,2,Yes,2,1
36,Male,Post-Graduate,IT,Manager,62987,6,0,Yes,1,0
35,Male,Post-Graduate,IT,Lead,78721,9,1,No,2,0
38,Female,Post-Graduate,IT,Lead,76439,6,2,No,2,1
41,Female,Post-Graduate,IT,Lead,62175,8,2,No,2,1
35,Male,Post-Graduate,HR,Lead,57829,8,1,No,2,0
40,Male,Graduate,IT,Lead,82487,5,0,No,2,0
43,Male,Post-Graduate,IT,Lead,70527,8,2,No,2,1
38,Female,Post-Graduate,IT,Manager,52557,5,1,No,2,0
36,Male,Graduate,HR,Lead,66601,8,1,No,2,1
42,Male,Post-Graduate,HR,Manager,62305,5,0,Yes,2,0
40,Male,Post-Graduate,IT,Lead,82908,8,2,No,2,1
39,Male,Graduate,IT,Manager,83366,6,0,No,2,0
37,Male,Post-Graduate,IT,Manager,55417,6,1,No,2,0
32,Female,Post-Graduate,HR,Lead,58513,10,2,No,3,0
41,Female,Post-Graduate,HR,Lead,69375,5,1,Yes,3,0
36,Male,Post-Graduate,IT,Manager,47090,7,1,No,2,0
36,Male,Post-Graduate,HR,Manager,45910,6,1,No,2,0
43,Male,Post-Graduate,IT,Lead,73280,10,2,No,2,1
31,Male,Graduate,IT,Manager,52465,8,1,No,2,0
31,Male,Post-Graduate,HR,Manager,66230,11,1,Yes,1,0
35,Male,Post-Graduate,HR,Manager,46912,8,1,Yes,2,0
40,Male,Post-Graduate,IT,Manager,57654,5,1,No,2,0
38,Male,Graduate,IT,Lead,75778,7,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,66662,7,1,Yes,2,0
36,Male,Post-Graduate,HR,Lead,52979,7,2,No,2,0
41,Male,Graduate,IT,Lead,85806,8,1,Yes,2,1
43,Male,Graduate,IT,Lead,47369,6,1,No,2,1
45,Male,Post-Graduate,HR,Executive,61513,6,1,No,1,1
37,Male,Post-Graduate,IT,Manager,57270,7,0,No,1,0
35,Female,PhD,Sales,Lead,61598,9,2,Yes,3,0
42,Female,Post-Graduate,HR,Executive,63876,6,2,Yes,2,1
38,Male,Post-Graduate,IT,Lead,79526,6,1,No,2,0
33,Male,Post-Graduate,HR,Manager,57548,10,1,Yes,2,0
37,Female,Post-Graduate,HR,Lead,55018,6,2,No,2,0
29,Male,Post-Graduate,IT,Manager,57553,10,1,No,2,0
38,Female,Post-Graduate,IT,Lead,76188,5,1,No,2,1
39,Male,Post-Graduate,IT,Manager,39112,4,1,No,2,0
48,Female,Post-Graduate,HR,Lead,74936,7,2,No,2,1
42,Male,Post-Graduate,HR,Lead,64897,7,2,Yes,1,1
36,Male,Post-Graduate,HR,Manager,59554,8,0,Yes,1,0
35,Male,Post-Graduate,IT,Manager,48926,7,1,No,2,0
41,Female,Post-Graduate,IT,Lead,87821,6,2,No,3,1
39,Male,Post-Graduate,HR,Manager,40995,5,1,No,2,0
49,Female,Post-Graduate,IT,Lead,68029,9,2,No,2,1
30,Male,Post-Graduate,IT,Lead,67716,10,1,No,2,0
38,Male,Post-Graduate,IT,Lead,85637,6,1,Yes,1,1
48,Male,Post-Graduate,IT,Lead,90944,8,2,Yes,2,1
39,Female,Post-Graduate,IT,Lead,64727,5,1,No,3,0
37,Male,Post-Graduate,IT,Lead,83116,7,1,No,2,1
35,Male,Post-Graduate,Finance,Manager,98483,7,1,No,2,1
42,Female,Post-Graduate,IT,Lead,62438,7,1,No,2,1
41,Male,Post-Graduate,HR,Manager,42808,4,0,Yes,2,0
51,Female,Post-Graduate,IT,Lead,77933,9,3,Yes,2,1
37,Male,Post-Graduate,IT,Lead,92574,5,1,Yes,2,1
33,Male,Post-Graduate,IT,Manager,85578,11,0,No,1,0
46,Male,Post-Graduate,IT,Lead,79719,8,2,Yes,2,1
40,Male,Post-Graduate,IT,Manager,74451,6,0,No,2,0
35,Male,Post-Graduate,IT,Manager,47115,7,1,No,1,0
36,Male,Post-Graduate,HR,Lead,56556,7,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,81006,8,2,No,2,1
43,Male,Graduate,IT,Lead,62977,7,1,Yes,1,1
35,Male,Post-Graduate,IT,Lead,72471,8,1,No,2,0
39,Male,Post-Graduate,HR,Lead,74086,6,1,No,3,0
46,Female,Post-Graduate,IT,Lead,104370,6,2,No,2,1
41,Female,Post-Graduate,IT,Lead,104523,6,3,No,2,1
